Weight,Name,Source,Target
16,Drake,Drake,21 Savage
3,Farruko,Farruko,21 Savage
1,Fireboy DML,Fireboy DML,21 Savage
4,Future,Future,21 Savage
2,Gunna,Gunna,21 Savage
1,J. Cole,J. Cole,21 Savage
1,JID,JID,21 Savage
1,Juicy J,Juicy J,21 Savage
1,Justin Bieber,Justin Bieber,21 Savage
1,King Von,King Von,21 Savage
2,Kodak Black,Kodak Black,21 Savage
6,Lil Durk,Lil Durk,21 Savage
8,Lil Uzi Vert,Lil Uzi Vert,21 Savage
1,Lil Wayne,Lil Wayne,21 Savage
1,NAV,NAV,21 Savage
1,Nicki Minaj,Nicki Minaj,21 Savage
1,Pharrell Williams,Pharrell Williams,21 Savage
2,Playboi Carti,Playboi Carti,21 Savage
2,Post Malone,Post Malone,21 Savage
1,Project Pat,Project Pat,21 Savage
2,Roddy Ricch,Roddy Ricch,21 Savage
1,Rvssian,Rvssian,21 Savage
1,SZA,SZA,21 Savage
2,Southside,Southside,21 Savage
2,Summer Walker,Summer Walker,21 Savage
1,The Game,The Game,21 Savage
3,The Weeknd,The Weeknd,21 Savage
1,Tiësto,Tiësto,21 Savage
12,Travis Scott,Travis Scott,21 Savage
1,Tyga,Tyga,21 Savage
8,XXXTENTACION,XXXTENTACION,21 Savage
14,Young Thug,Young Thug,21 Savage
2,YoungBoy Never Broke Again,YoungBoy Never Broke Again,21 Savage
1,Anitta,Anitta,24kGoldn
1,Cardi B,Cardi B,24kGoldn
1,DaBaby,DaBaby,24kGoldn
1,Future,Future,24kGoldn
1,J Balvin,J Balvin,24kGoldn
1,Jack Harlow,Jack Harlow,24kGoldn
1,Justin Bieber,Justin Bieber,24kGoldn
1,Lil Tjay,Lil Tjay,24kGoldn
1,Lil Wayne,Lil Wayne,24kGoldn
1,Swae Lee,Swae Lee,24kGoldn
2,Wiz Khalifa,Wiz Khalifa,24kGoldn
1,blackbear,blackbear,24kGoldn
2,iann dior,iann dior,24kGoldn
1,Alicia Keys,Alicia Keys,50 Cent
4,Beyoncé,Beyoncé,50 Cent
1,Black Eyed Peas,Black Eyed Peas,50 Cent
4,Chris Brown,Chris Brown,50 Cent
34,Dr. Dre,Dr. Dre,50 Cent
1,Drake,Drake,50 Cent
1,Ed Sheeran,Ed Sheeran,50 Cent
110,Eminem,Eminem,50 Cent
1,Ghostface Killah,Ghostface Killah,50 Cent
1,J. Cole,J. Cole,50 Cent
6,Justin Timberlake,Justin Timberlake,50 Cent
3,Kanye West,Kanye West,50 Cent
1,Kendrick Lamar,Kendrick Lamar,50 Cent
2,Lil Wayne,Lil Wayne,50 Cent
20,Nate Dogg,Nate Dogg,50 Cent
1,Pharrell Williams,Pharrell Williams,50 Cent
1,Post Malone,Post Malone,50 Cent
1,Pusha T,Pusha T,50 Cent
1,Queen,Queen,50 Cent
1,Roddy Ricch,Roddy Ricch,50 Cent
1,SZA,SZA,50 Cent
9,Sean Paul,Sean Paul,50 Cent
12,Snoop Dogg,Snoop Dogg,50 Cent
26,The Game,The Game,50 Cent
1,Tyga,Tyga,50 Cent
2,Wiz Khalifa,Wiz Khalifa,50 Cent
2,Alicia Keys,Alicia Keys,A$AP Rocky
1,Brent Faiyaz,Brent Faiyaz,A$AP Rocky
1,Cardi B,Cardi B,A$AP Rocky
1,Chris Brown,Chris Brown,A$AP Rocky
1,DJ Khaled,DJ Khaled,A$AP Rocky
5,Drake,Drake,A$AP Rocky
1,Fivio Foreign,Fivio Foreign,A$AP Rocky
3,Frank Ocean,Frank Ocean,A$AP Rocky
2,Future,Future,A$AP Rocky
1,Gesaffelstein,Gesaffelstein,A$AP Rocky
1,J. Cole,J. Cole,A$AP Rocky
12,Juicy J,Juicy J,A$AP Rocky
1,Justin Timberlake,Justin Timberlake,A$AP Rocky
4,Kanye West,Kanye West,A$AP Rocky
5,Kendrick Lamar,Kendrick Lamar,A$AP Rocky
1,Kodak Black,Kodak Black,A$AP Rocky
3,Lana Del Rey,Lana Del Rey,A$AP Rocky
3,Lil Uzi Vert,Lil Uzi Vert,A$AP Rocky
2,Lil Wayne,Lil Wayne,A$AP Rocky
1,Maroon 5,Maroon 5,A$AP Rocky
1,Nicki Minaj,Nicki Minaj,A$AP Rocky
2,Pharrell Williams,Pharrell Williams,A$AP Rocky
12,Playboi Carti,Playboi Carti,A$AP Rocky
1,Post Malone,Post Malone,A$AP Rocky
3,Project Pat,Project Pat,A$AP Rocky
1,Pusha T,Pusha T,A$AP Rocky
1,Snoop Dogg,Snoop Dogg,A$AP Rocky
1,Swedish House Mafia,Swedish House Mafia,A$AP Rocky
1,The Game,The Game,A$AP Rocky
1,The Weeknd,The Weeknd,A$AP Rocky
1,Tyga,Tyga,A$AP Rocky
1,Wiz Khalifa,Wiz Khalifa,A$AP Rocky
1,Young Thug,Young Thug,A$AP Rocky
1,Bejo,Bejo,Abhir Hathi
5,Cruz Cafuné,Cruz Cafuné,Abhir Hathi
1,EL IMA,EL IMA,Abhir Hathi
1,Juseph,Juseph,Abhir Hathi
1,La Pantera,La Pantera,Abhir Hathi
1,Quevedo,Quevedo,Abhir Hathi
3,Carolina Gaitán,Carolina Gaitán,Adassa
3,Diane Guerrero,Diane Guerrero,Adassa
1,Maluma,Maluma,Adassa
3,Mauro Castillo,Mauro Castillo,Adassa
1,Olga Merediz,Olga Merediz,Adassa
3,Rhenzy Feliz,Rhenzy Feliz,Adassa
3,Snoop Dogg,Snoop Dogg,Adassa
4,Stephanie Beatriz,Stephanie Beatriz,Adassa
1,Alesso,Alesso,Adele
1,Ariana Grande,Ariana Grande,Adele
1,Beyoncé,Beyoncé,Adele
1,Childish Gambino,Childish Gambino,Adele
1,Justin Bieber,Justin Bieber,Adele
1,Katy Perry,Katy Perry,Adele
1,Lady Gaga,Lady Gaga,Adele
1,Lizzo,Lizzo,Adele
1,Tyga,Tyga,Adele
1,Katy Perry,Katy Perry,Aitana
1,Luísa Sonza,Luísa Sonza,Aitana
2,Morat,Morat,Aitana
1,Nicki Nicole,Nicki Nicole,Aitana
2,Sebastián Yatra,Sebastián Yatra,Aitana
1,TINI,TINI,Aitana
1,Álvaro Díaz,Álvaro Díaz,Aitana
1,Duki,Duki,Ak4:20
1,Feid,Feid,Ak4:20
1,Juhn,Juhn,Ak4:20
2,Anitta,Anitta,Alesso
3,Calvin Harris,Calvin Harris,Alesso
1,David Guetta,David Guetta,Alesso
1,Justin Bieber,Justin Bieber,Alesso
2,Katy Perry,Katy Perry,Alesso
2,Maroon 5,Maroon 5,Alesso
2,Marshmello,Marshmello,Alesso
7,OneRepublic,OneRepublic,Alesso
1,Swedish House Mafia,Swedish House Mafia,Alesso
1,TINI,TINI,Alesso
1,Avicii,Avicii,Alicia Keys
6,Beyoncé,Beyoncé,Alicia Keys
2,Brent Faiyaz,Brent Faiyaz,Alicia Keys
1,Chris Brown,Chris Brown,Alicia Keys
1,Coldplay,Coldplay,Alicia Keys
1,DJ Khaled,DJ Khaled,Alicia Keys
1,Dr. Dre,Dr. Dre,Alicia Keys
3,Drake,Drake,Alicia Keys
1,Ed Sheeran,Ed Sheeran,Alicia Keys
1,Elton John,Elton John,Alicia Keys
3,Eminem,Eminem,Alicia Keys
1,Farruko,Farruko,Alicia Keys
1,Fivio Foreign,Fivio Foreign,Alicia Keys
1,John Legend,John Legend,Alicia Keys
2,Justin Timberlake,Justin Timberlake,Alicia Keys
2,Kanye West,Kanye West,Alicia Keys
3,Kendrick Lamar,Kendrick Lamar,Alicia Keys
2,Khalid,Khalid,Alicia Keys
1,Lil Durk,Lil Durk,Alicia Keys
1,Lil Wayne,Lil Wayne,Alicia Keys
1,Maroon 5,Maroon 5,Alicia Keys
4,Nicki Minaj,Nicki Minaj,Alicia Keys
4,Pharrell Williams,Pharrell Williams,Alicia Keys
1,Pusha T,Pusha T,Alicia Keys
1,Sampha,Sampha,Alicia Keys
1,Shakira,Shakira,Alicia Keys
1,Snoop Dogg,Snoop Dogg,Alicia Keys
1,Swae Lee,Swae Lee,Alicia Keys
4,Ninho,Ninho,Alonzo
1,Sofía Reyes,Sofía Reyes,Alonzo
1,BEAM,BEAM,Amaarae
1,CKay,CKay,Amaarae
1,Kali Uchis,Kali Uchis,Amaarae
1,Wesley Safadão,Wesley Safadão,Ana Castela
1,Zé Felipe,Zé Felipe,Ana Castela
1,Bruno Mars,Bruno Mars,Anderson .Paak
1,Chris Brown,Chris Brown,Anderson .Paak
2,Doja Cat,Doja Cat,Anderson .Paak
10,Dr. Dre,Dr. Dre,Anderson .Paak
2,Eminem,Eminem,Anderson .Paak
1,J. Cole,J. Cole,Anderson .Paak
1,JID,JID,Anderson .Paak
1,Jay Rock,Jay Rock,Anderson .Paak
8,Justin Timberlake,Justin Timberlake,Anderson .Paak
2,Kanye West,Kanye West,Anderson .Paak
2,Kendrick Lamar,Kendrick Lamar,Anderson .Paak
2,Mac Miller,Mac Miller,Anderson .Paak
1,Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,Anderson .Paak
1,Nate Dogg,Nate Dogg,Anderson .Paak
1,Pusha T,Pusha T,Anderson .Paak
3,Snoop Dogg,Snoop Dogg,Anderson .Paak
4,The Game,The Game,Anderson .Paak
1,BEAM,BEAM,Anitta
2,Becky G,Becky G,Anitta
3,Black Eyed Peas,Black Eyed Peas,Anitta
1,Cardi B,Cardi B,Anitta
1,Chencho Corleone,Chencho Corleone,Anitta
1,DJ Gabriel do Borel,DJ Gabriel do Borel,Anitta
1,DaBaby,DaBaby,Anitta
1,Dalex,Dalex,Anitta
1,Duki,Duki,Anitta
2,Dímelo Flow,Dímelo Flow,Anitta
1,Farruko,Farruko,Anitta
5,J Balvin,J Balvin,Anitta
2,Justin Quiles,Justin Quiles,Anitta
1,Khalid,Khalid,Anitta
1,L7NNON,L7NNON,Anitta
1,Lenny Tavárez,Lenny Tavárez,Anitta
1,Luan Santana,Luan Santana,Anitta
1,Lunay,Lunay,Anitta
2,Luísa Sonza,Luísa Sonza,Anitta
1,MC Danny,MC Danny,Anitta
1,MC Pedrinho,MC Pedrinho,Anitta
1,Maiara & Maraisa,Maiara & Maraisa,Anitta
3,Maluma,Maluma,Anitta
1,Marília Mendonça,Marília Mendonça,Anitta
1,Nile Rodgers,Nile Rodgers,Anitta
1,Ozuna,Ozuna,Anitta
2,PEDRO SAMPAIO,PEDRO SAMPAIO,Anitta
1,Pharrell Williams,Pharrell Williams,Anitta
1,Rauw Alejandro,Rauw Alejandro,Anitta
1,Saweetie,Saweetie,Anitta
1,Sean Paul,Sean Paul,Anitta
1,Sebastián Yatra,Sebastián Yatra,Anitta
1,Sfera Ebbasta,Sfera Ebbasta,Anitta
2,Snoop Dogg,Snoop Dogg,Anitta
1,Sofía Reyes,Sofía Reyes,Anitta
1,Swae Lee,Swae Lee,Anitta
2,TINI,TINI,Anitta
1,Tainy,Tainy,Anitta
1,Tyga,Tyga,Anitta
3,Wesley Safadão,Wesley Safadão,Anitta
4,Arcángel,Arcángel,Anuel AA
5,Bad Bunny,Bad Bunny,Anuel AA
1,Becky G,Becky G,Anuel AA
1,Bizarrap,Bizarrap,Anuel AA
2,Black Eyed Peas,Black Eyed Peas,Anuel AA
1,Brray,Brray,Anuel AA
2,Cardi B,Cardi B,Anuel AA
2,Chencho Corleone,Chencho Corleone,Anuel AA
3,Chris Jedi,Chris Jedi,Anuel AA
1,DaBaby,DaBaby,Anuel AA
3,Daddy Yankee,Daddy Yankee,Anuel AA
1,Dalex,Dalex,Anuel AA
1,David Guetta,David Guetta,Anuel AA
1,De La Ghetto,De La Ghetto,Anuel AA
1,Don Toliver,Don Toliver,Anuel AA
1,Dímelo Flow,Dímelo Flow,Anuel AA
9,Farruko,Farruko,Anuel AA
1,Future,Future,Anuel AA
1,Gunna,Gunna,Anuel AA
6,J Balvin,J Balvin,Anuel AA
4,Jhayco,Jhayco,Anuel AA
1,Juice WRLD,Juice WRLD,Anuel AA
1,Justin Quiles,Justin Quiles,Anuel AA
9,KAROL G,KAROL G,Anuel AA
1,Kodak Black,Kodak Black,Anuel AA
1,Lenny Tavárez,Lenny Tavárez,Anuel AA
1,Lil Durk,Lil Durk,Anuel AA
1,Lil Wayne,Lil Wayne,Anuel AA
1,Lunay,Lunay,Anuel AA
1,Lyanno,Lyanno,Anuel AA
2,Maluma,Maluma,Anuel AA
1,Manuel Turizo,Manuel Turizo,Anuel AA
1,Maroon 5,Maroon 5,Anuel AA
1,Marshmello,Marshmello,Anuel AA
1,Mora,Mora,Anuel AA
1,NAV,NAV,Anuel AA
1,Nicki Minaj,Nicki Minaj,Anuel AA
1,Nio García,Nio García,Anuel AA
27,Ozuna,Ozuna,Anuel AA
1,Quevedo,Quevedo,Anuel AA
2,Rauw Alejandro,Rauw Alejandro,Anuel AA
1,Rvssian,Rvssian,Anuel AA
1,Ryan Castro,Ryan Castro,Anuel AA
1,Sech,Sech,Anuel AA
1,Shakira,Shakira,Anuel AA
1,Snoop Dogg,Snoop Dogg,Anuel AA
2,Tainy,Tainy,Anuel AA
2,Zion & Lennox,Zion & Lennox,Anuel AA
7,Ñengo Flow,Ñengo Flow,Anuel AA
14,Bad Bunny,Bad Bunny,Arcángel
1,Becky G,Becky G,Arcángel
1,Beéle,Beéle,Arcángel
2,Bizarrap,Bizarrap,Arcángel
6,Brray,Brray,Arcángel
1,Cardi B,Cardi B,Arcángel
2,Chencho Corleone,Chencho Corleone,Arcángel
1,Chris Jedi,Chris Jedi,Arcángel
15,Daddy Yankee,Daddy Yankee,Arcángel
1,Dalex,Dalex,Arcángel
5,De La Ghetto,De La Ghetto,Arcángel
1,Duki,Duki,Arcángel
4,Dímelo Flow,Dímelo Flow,Arcángel
22,Farruko,Farruko,Arcángel
1,Feid,Feid,Arcángel
6,J Balvin,J Balvin,Arcángel
3,Jhayco,Jhayco,Arcángel
1,Justin Quiles,Justin Quiles,Arcángel
1,KAROL G,KAROL G,Arcángel
2,Lenny Tavárez,Lenny Tavárez,Arcángel
1,Luar la L,Luar la L,Arcángel
1,Lyanno,Lyanno,Arcángel
4,Maluma,Maluma,Arcángel
2,Manuel Turizo,Manuel Turizo,Arcángel
3,Mora,Mora,Arcángel
2,Nio García,Nio García,Arcángel
11,Ozuna,Ozuna,Arcángel
1,Quevedo,Quevedo,Arcángel
6,Rauw Alejandro,Rauw Alejandro,Arcángel
1,Rvssian,Rvssian,Arcángel
4,Sech,Sech,Arcángel
2,Tainy,Tainy,Arcángel
2,Tony Dize,Tony Dize,Arcángel
1,Villano Antillano,Villano Antillano,Arcángel
6,Zion & Lennox,Zion & Lennox,Arcángel
24,Ñengo Flow,Ñengo Flow,Arcángel
1,Beyoncé,Beyoncé,Ariana Grande
1,Billie Eilish,Billie Eilish,Ariana Grande
1,Black Eyed Peas,Black Eyed Peas,Ariana Grande
1,Bruno Mars,Bruno Mars,Ariana Grande
1,Calvin Harris,Calvin Harris,Ariana Grande
1,Cardi B,Cardi B,Ariana Grande
3,Childish Gambino,Childish Gambino,Ariana Grande
2,Demi Lovato,Demi Lovato,Ariana Grande
5,Doja Cat,Doja Cat,Ariana Grande
2,Dove Cameron,Dove Cameron,Ariana Grande
2,Dua Lipa,Dua Lipa,Ariana Grande
1,Ed Sheeran,Ed Sheeran,Ariana Grande
1,Future,Future,Ariana Grande
2,Harry Styles,Harry Styles,Ariana Grande
2,J Balvin,J Balvin,Ariana Grande
2,John Legend,John Legend,Ariana Grande
4,Justin Bieber,Justin Bieber,Ariana Grande
1,Katy Perry,Katy Perry,Ariana Grande
5,Lady Gaga,Lady Gaga,Ariana Grande
3,Lana Del Rey,Lana Del Rey,Ariana Grande
1,Lil Wayne,Lil Wayne,Ariana Grande
2,Lizzo,Lizzo,Ariana Grande
10,Mac Miller,Mac Miller,Ariana Grande
2,Megan Thee Stallion,Megan Thee Stallion,Ariana Grande
13,Nicki Minaj,Nicki Minaj,Ariana Grande
3,Pharrell Williams,Pharrell Williams,Ariana Grande
1,SZA,SZA,Ariana Grande
2,Sia,Sia,Ariana Grande
1,Taylor Swift,Taylor Swift,Ariana Grande
7,The Weeknd,The Weeknd,Ariana Grande
1,Troye Sivan,Troye Sivan,Ariana Grande
1,Young Thug,Young Thug,Ariana Grande
1,Lost Frequencies,Lost Frequencies,Arijit Singh
19,Pritam,Pritam,Arijit Singh
1,Becky Hill,Becky Hill,Ava Max
1,David Guetta,David Guetta,Ava Max
2,Jason Derulo,Jason Derulo,Ava Max
1,Mufasa & Hypeman,Mufasa & Hypeman,Ava Max
1,Nightcrawlers,Nightcrawlers,Ava Max
1,Nile Rodgers,Nile Rodgers,Ava Max
1,Paloma Faith,Paloma Faith,Ava Max
1,Riton,Riton,Ava Max
1,Saweetie,Saweetie,Ava Max
3,Tiësto,Tiësto,Ava Max
1,Calvin Harris,Calvin Harris,Avicii
1,Coldplay,Coldplay,Avicii
1,Daft Punk,Daft Punk,Avicii
1,David Guetta,David Guetta,Avicii
1,Imagine Dragons,Imagine Dragons,Avicii
1,Nile Rodgers,Nile Rodgers,Avicii
1,The Chainsmokers,The Chainsmokers,Avicii
1,Beyoncé,Beyoncé,BEAM
1,Don Toliver,Don Toliver,BEAM
3,Justin Bieber,Justin Bieber,BEAM
1,Pusha T,Pusha T,BEAM
1,Wizkid,Wizkid,BEAM
1,Charli XCX,Charli XCX,BTS
1,Charlie Puth,Charlie Puth,BTS
3,Coldplay,Coldplay,BTS
3,Halsey,Halsey,BTS
1,Jason Derulo,Jason Derulo,BTS
1,Juice WRLD,Juice WRLD,BTS
1,Jung Kook,Jung Kook,BTS
1,Megan Thee Stallion,Megan Thee Stallion,BTS
1,Nicki Minaj,Nicki Minaj,BTS
1,SUGA,SUGA,BTS
1,Sia,Sia,BTS
2,Snoop Dogg,Snoop Dogg,BTS
2,benny blanco,benny blanco,BTS
1,Brent Faiyaz,Brent Faiyaz,Baby Keem
3,Don Toliver,Don Toliver,Baby Keem
1,Frank Ocean,Frank Ocean,Baby Keem
2,Kanye West,Kanye West,Baby Keem
5,Kendrick Lamar,Kendrick Lamar,Baby Keem
1,Lil Uzi Vert,Lil Uzi Vert,Baby Keem
2,Travis Scott,Travis Scott,Baby Keem
10,Yeat,Yeat,Baby Keem
2,Becky G,Becky G,Bad Bunny
2,Cardi B,Cardi B,Bad Bunny
1,Chencho Corleone,Chencho Corleone,Bad Bunny
5,Daddy Yankee,Daddy Yankee,Bad Bunny
1,David Guetta,David Guetta,Bad Bunny
2,De La Ghetto,De La Ghetto,Bad Bunny
2,Drake,Drake,Bad Bunny
1,Dua Lipa,Dua Lipa,Bad Bunny
1,Duki,Duki,Bad Bunny
8,Farruko,Farruko,Bad Bunny
1,Feid,Feid,Bad Bunny
1,Future,Future,Bad Bunny
15,J Balvin,J Balvin,Bad Bunny
2,Jhayco,Jhayco,Bad Bunny
1,Juhn,Juhn,Bad Bunny
1,Justin Quiles,Justin Quiles,Bad Bunny
1,KAROL G,KAROL G,Bad Bunny
2,Luar la L,Luar la L,Bad Bunny
1,Lunay,Lunay,Bad Bunny
1,Maluma,Maluma,Bad Bunny
2,Mora,Mora,Bad Bunny
4,Nicki Minaj,Nicki Minaj,Bad Bunny
2,Nio García,Nio García,Bad Bunny
3,Ozuna,Ozuna,Bad Bunny
1,ROSALÍA,ROSALÍA,Bad Bunny
1,Rauw Alejandro,Rauw Alejandro,Bad Bunny
3,Residente,Residente,Bad Bunny
2,Rvssian,Rvssian,Bad Bunny
1,Sech,Sech,Bad Bunny
4,Tainy,Tainy,Bad Bunny
4,The Weeknd,The Weeknd,Bad Bunny
1,Tiësto,Tiësto,Bad Bunny
1,Tony Dize,Tony Dize,Bad Bunny
4,Travis Scott,Travis Scott,Bad Bunny
1,Zion & Lennox,Zion & Lennox,Bad Bunny
9,Ñengo Flow,Ñengo Flow,Bad Bunny
1,Black Eyed Peas,Black Eyed Peas,Becky G
1,Brray,Brray,Becky G
1,Burna Boy,Burna Boy,Becky G
1,C. Tangana,C. Tangana,Becky G
2,Daddy Yankee,Daddy Yankee,Becky G
2,Dalex,Dalex,Becky G
2,David Guetta,David Guetta,Becky G
1,De La Ghetto,De La Ghetto,Becky G
2,Farruko,Farruko,Becky G
1,J Balvin,J Balvin,Becky G
1,Juhn,Juhn,Becky G
1,Juicy J,Juicy J,Becky G
1,Justin Quiles,Justin Quiles,Becky G
1,KAROL G,KAROL G,Becky G
1,Lenny Tavárez,Lenny Tavárez,Becky G
1,Maluma,Maluma,Becky G
1,María Becerra,María Becerra,Becky G
1,Nicki Nicole,Nicki Nicole,Becky G
1,OneRepublic,OneRepublic,Becky G
1,Ozuna,Ozuna,Becky G
1,Paulo Londra,Paulo Londra,Becky G
1,Rema,Rema,Becky G
2,Rvssian,Rvssian,Becky G
1,Saweetie,Saweetie,Becky G
2,Sean Paul,Sean Paul,Becky G
1,Sech,Sech,Becky G
1,Sofía Reyes,Sofía Reyes,Becky G
1,TINI,TINI,Becky G
1,Tainy,Tainy,Becky G
2,Tyga,Tyga,Becky G
1,Wiz Khalifa,Wiz Khalifa,Becky G
1,Zion & Lennox,Zion & Lennox,Becky G
1,j‐hope,j‐hope,Becky G
1,Camila Cabello,Camila Cabello,Becky Hill
4,David Guetta,David Guetta,Becky Hill
1,Ed Sheeran,Ed Sheeran,Becky Hill
3,Ella Henderson,Ella Henderson,Becky Hill
1,Jax Jones,Jax Jones,Becky Hill
5,Joel Corry,Joel Corry,Becky Hill
1,Khalid,Khalid,Becky Hill
1,MNEK,MNEK,Becky Hill
1,Mufasa & Hypeman,Mufasa & Hypeman,Becky Hill
1,Nightcrawlers,Nightcrawlers,Becky Hill
1,Nile Rodgers,Nile Rodgers,Becky Hill
1,Riton,Riton,Becky Hill
2,Tiësto,Tiësto,Becky Hill
1,Bizarrap,Bizarrap,Bejo
1,Cruz Cafuné,Cruz Cafuné,Bejo
1,EL IMA,EL IMA,Bejo
1,Juseph,Juseph,Bejo
1,La Pantera,La Pantera,Bejo
1,Quevedo,Quevedo,Bejo
1,Rels B,Rels B,Bejo
1,Black Eyed Peas,Black Eyed Peas,Beyoncé
1,Bruno Mars,Bruno Mars,Beyoncé
2,Childish Gambino,Childish Gambino,Beyoncé
1,Chris Brown,Chris Brown,Beyoncé
2,Coldplay,Coldplay,Beyoncé
1,Coolio,Coolio,Beyoncé
9,DJ Khaled,DJ Khaled,Beyoncé
1,David Guetta,David Guetta,Beyoncé
5,Drake,Drake,Beyoncé
1,Ed Sheeran,Ed Sheeran,Beyoncé
4,Eminem,Eminem,Beyoncé
1,Frank Ocean,Frank Ocean,Beyoncé
1,Future,Future,Beyoncé
5,Ghostface Killah,Ghostface Killah,Beyoncé
1,Grace Jones,Grace Jones,Beyoncé
1,J Balvin,J Balvin,Beyoncé
1,J. Cole,J. Cole,Beyoncé
3,Justin Timberlake,Justin Timberlake,Beyoncé
4,Kanye West,Kanye West,Beyoncé
1,Katy Perry,Katy Perry,Beyoncé
3,Kendrick Lamar,Kendrick Lamar,Beyoncé
1,L.V.,L.V.,Beyoncé
8,Lady Gaga,Lady Gaga,Beyoncé
1,Lil Nas X,Lil Nas X,Beyoncé
8,Lil Wayne,Lil Wayne,Beyoncé
1,Maroon 5,Maroon 5,Beyoncé
1,Megan Thee Stallion,Megan Thee Stallion,Beyoncé
6,Nicki Minaj,Nicki Minaj,Beyoncé
2,Pharrell Williams,Pharrell Williams,Beyoncé
6,Sean Paul,Sean Paul,Beyoncé
12,Shakira,Shakira,Beyoncé
1,Tems,Tems,Beyoncé
1,The Weeknd,The Weeknd,Beyoncé
1,Travis Scott,Travis Scott,Beyoncé
1,Wizkid,Wizkid,Beyoncé
1,Blessd,Blessd,Beéle
1,Dalex,Dalex,Beéle
1,Danny Ocean,Danny Ocean,Beéle
1,De La Ghetto,De La Ghetto,Beéle
1,Dímelo Flow,Dímelo Flow,Beéle
1,Farruko,Farruko,Beéle
1,Feid,Feid,Beéle
1,Jason Derulo,Jason Derulo,Beéle
1,Lenny Tavárez,Lenny Tavárez,Beéle
1,Maluma,Maluma,Beéle
2,Manuel Turizo,Manuel Turizo,Beéle
1,Rauw Alejandro,Rauw Alejandro,Beéle
1,Sebastián Yatra,Sebastián Yatra,Beéle
1,Sofía Reyes,Sofía Reyes,Beéle
1,TINI,TINI,Beéle
1,Zion & Lennox,Zion & Lennox,Beéle
1,Demi Lovato,Demi Lovato,Billie Eilish
1,FINNEAS,FINNEAS,Billie Eilish
1,Justin Bieber,Justin Bieber,Billie Eilish
1,Katy Perry,Katy Perry,Billie Eilish
1,Khalid,Khalid,Billie Eilish
1,ROSALÍA,ROSALÍA,Billie Eilish
8,Duki,Duki,Bizarrap
1,Justin Quiles,Justin Quiles,Bizarrap
2,L-Gante,L-Gante,Bizarrap
1,Lit Killah,Lit Killah,Bizarrap
6,Nicki Nicole,Nicki Nicole,Bizarrap
1,Polimá Westcoast,Polimá Westcoast,Bizarrap
1,Quevedo,Quevedo,Bizarrap
2,Rauw Alejandro,Rauw Alejandro,Bizarrap
1,Residente,Residente,Bizarrap
1,Shakira,Shakira,Bizarrap
1,Tiago PZK,Tiago PZK,Bizarrap
6,Trueno,Trueno,Bizarrap
1,Villano Antillano,Villano Antillano,Bizarrap
1,Bruno Mars,Bruno Mars,Black Eyed Peas
1,Calvin Harris,Calvin Harris,Black Eyed Peas
1,Chris Brown,Chris Brown,Black Eyed Peas
2,Daddy Yankee,Daddy Yankee,Black Eyed Peas
7,David Guetta,David Guetta,Black Eyed Peas
2,J Balvin,J Balvin,Black Eyed Peas
1,John Legend,John Legend,Black Eyed Peas
4,Justin Timberlake,Justin Timberlake,Black Eyed Peas
1,Lady Gaga,Lady Gaga,Black Eyed Peas
2,Lil Wayne,Lil Wayne,Black Eyed Peas
1,Maluma,Maluma,Black Eyed Peas
1,Maroon 5,Maroon 5,Black Eyed Peas
3,Nicki Minaj,Nicki Minaj,Black Eyed Peas
2,Ozuna,Ozuna,Black Eyed Peas
1,Saweetie,Saweetie,Black Eyed Peas
5,Shakira,Shakira,Black Eyed Peas
2,Snoop Dogg,Snoop Dogg,Black Eyed Peas
1,Tiësto,Tiësto,Black Eyed Peas
1,Tyga,Tyga,Black Eyed Peas
1,Brray,Brray,Blessd
1,Justin Quiles,Justin Quiles,Blessd
1,Lenny Tavárez,Lenny Tavárez,Blessd
1,Lyanno,Lyanno,Blessd
1,Maluma,Maluma,Blessd
1,Manuel Turizo,Manuel Turizo,Blessd
1,Ryan Castro,Ryan Castro,Blessd
1,Burna Boy,Burna Boy,Blxst
1,Chris Brown,Chris Brown,Blxst
1,Fireboy DML,Fireboy DML,Blxst
2,Kehlani,Kehlani,Blxst
1,Kendrick Lamar,Kendrick Lamar,Blxst
1,Roddy Ricch,Roddy Ricch,Blxst
1,Russ,Russ,Blxst
1,Snoop Dogg,Snoop Dogg,Blxst
1,The Game,The Game,Blxst
1,Tyga,Tyga,Blxst
1,Don Toliver,Don Toliver,Brent Faiyaz
2,Drake,Drake,Brent Faiyaz
1,Juice WRLD,Juice WRLD,Brent Faiyaz
1,Kanye West,Kanye West,Brent Faiyaz
1,Marshmello,Marshmello,Brent Faiyaz
1,Tems,Tems,Brent Faiyaz
1,Ed Sheeran,Ed Sheeran,Bring Me the Horizon
1,Halsey,Halsey,Bring Me the Horizon
2,Lil Uzi Vert,Lil Uzi Vert,Bring Me the Horizon
2,Machine Gun Kelly,Machine Gun Kelly,Bring Me the Horizon
1,blackbear,blackbear,Bring Me the Horizon
1,C. Tangana,C. Tangana,Brray
2,Chencho Corleone,Chencho Corleone,Brray
2,Dalex,Dalex,Brray
1,De La Ghetto,De La Ghetto,Brray
1,Dímelo Flow,Dímelo Flow,Brray
1,Farruko,Farruko,Brray
1,Feid,Feid,Brray
1,Jhayco,Jhayco,Brray
2,Juhn,Juhn,Brray
